adverse_event,report_count
GLIOSIS,26
HAEMOGLOBINURIA,26
GASTROINTESTINAL MUCORMYCOSIS,26
CATHETER SITE EXTRAVASATION,26
HAEMANGIOMA OF SKIN,26
WRONG STRENGTH,26
RIGHT VENTRICULAR SYSTOLIC PRESSURE INCREASED,26
SKIN ULCER HAEMORRHAGE,26
PYLORIC STENOSIS,26
GASTROENTERITIS BACTERIAL,26
ORAL LICHENOID REACTION,26
LACK OF SPONTANEOUS SPEECH,26
POST CONCUSSION SYNDROME,26
SINGLE FUNCTIONAL KIDNEY,26
SIMPLE PARTIAL SEIZURES,26
BASDAI SCORE INCREASED,26
SIGMOID SINUS THROMBOSIS,26
HISTIOCYTOSIS,26
PRECOCIOUS PUBERTY,26
PERIPHERAL CIRCULATORY FAILURE,26
THUNDERCLAP HEADACHE,26
BACTEROIDES INFECTION,26
IMMUNE-MEDIATED CYSTITIS,26
MYCETOMA MYCOTIC,26
DISSEMINATED CYTOMEGALOVIRAL INFECTION,26
BACTERIAL DIARRHOEA,26
MAGNETIC RESONANCE IMAGING SPINAL ABNORMAL,26
PNEUMATOSIS,26
AVERSION,26
HAEMOBILIA,26
RESPIRATORY FUME INHALATION DISORDER,26
METASTASES TO BREAST,26
CARBUNCLE,26
BREAST CANCER MALE,26
EOSINOPHILIC FASCIITIS,26
ANASTOMOTIC COMPLICATION,26
OSTEOGENESIS IMPERFECTA,26
VITAL CAPACITY DECREASED,26
NIKOLSKY^S SIGN POSITIVE,26
OCULAR PEMPHIGOID,26
SPLENIC VEIN THROMBOSIS,26
CIRCUMORAL SWELLING,26
ANAL INFECTION,26
VASCULAR STENT STENOSIS,26
PLEURAL DISORDER,26
ANORECTAL MALFORMATION,26
HUMAN PAPILLOMA VIRUS TEST POSITIVE,26
FRONTOTEMPORAL DEMENTIA,26
POLYCYSTIC OVARIES,26
PLEUROTHOTONUS,26
NODAL OSTEOARTHRITIS,26
PLEURAL MESOTHELIOMA,26
ANAL FISSURE HAEMORRHAGE,26
CLOSTRIDIAL SEPSIS,26
HUNGRY BONE SYNDROME,26
REACTION TO COLOURING,26
MENINGOCOCCAL INFECTION,26
FIBROMA,26
VERY LOW DENSITY LIPOPROTEIN INCREASED,26
CUTANEOUS B-CELL LYMPHOMA,25
BLOOD STEM CELL TRANSPLANT FAILURE,25
PARKINSON^S DISEASE PSYCHOSIS,25
OCULAR PROCEDURAL COMPLICATION,25
CSF TEST ABNORMAL,25
PREGNANCY OF PARTNER,25
DILATATION ATRIAL,25
CYSTIC FIBROSIS RESPIRATORY INFECTION SUPPRESSION,25
MULTISYSTEM INFLAMMATORY SYNDROME,25
FAILURE OF CHILD RESISTANT PRODUCT CLOSURE,25
SILENT THYROIDITIS,25
THORACIC OUTLET SYNDROME,25
ULNAR NERVE INJURY,25
SIGHT DISABILITY,25
OCULAR VASCULITIS,25
INJECTION SITE STREAKING,25
BURKHOLDERIA PSEUDOMALLEI INFECTION,25
CAROTID ARTERY ANEURYSM,25
RETINAL SCAR,25
POST PROCEDURAL FEVER,25
PSEUDOLYMPHOMA,25
GINGIVAL BLISTER,25
CD19 LYMPHOCYTES DECREASED,25
MECHANICAL VENTILATION COMPLICATION,25
SOFT TISSUE MASS,25
EXCESSIVE SKIN,25
STAPHYLOCOCCAL ABSCESS,25
BLOOD FIBRINOGEN INCREASED,25
TRANSIENT ACANTHOLYTIC DERMATOSIS,25
PERIPHERAL EMBOLISM,25
ADMINISTRATION SITE SWELLING,25
MINERAL SUPPLEMENTATION,25
CUBITAL TUNNEL SYNDROME,25
TRAUMATIC PAIN,25
OCULAR MYASTHENIA,25
VITAMIN B6 INCREASED,25
ENTEROBIASIS,25
TRICHOTILLOMANIA,25
POOR SUCKING REFLEX,25
THROMBOTIC CEREBRAL INFARCTION,25
PERNICIOUS ANAEMIA,25
TROPONIN ABNORMAL,25
MONONEUROPATHY,25
WRIST DEFORMITY,25
CONGENITAL MUSCULOSKELETAL DISORDER OF LIMBS,25
LIVER OPERATION,25
RETICULOCYTE COUNT DECREASED,25
PENILE ERYTHEMA,25
DEHISCENCE,25
FALLOT^S TETRALOGY,25
COARCTATION OF THE AORTA,25
GRAFT LOSS,25
METASTASES TO MUSCLE,25
HERPES DERMATITIS,25
METAPNEUMOVIRUS PNEUMONIA,25
SEXUALLY TRANSMITTED DISEASE,25
CYTOMEGALOVIRUS GASTROENTERITIS,25
NEUROPATHIC ARTHROPATHY,25
HERPES ZOSTER MENINGITIS,25
RENAL SALT-WASTING SYNDROME,25
ARACHNOIDITIS,25
UTERINE INJURY,25
MEDICAL DEVICE CHANGE,25
ARTERIAL INTRAMURAL HAEMATOMA,25
EMBRYO-FOETAL TOXICITY,25
SEPTIC ENCEPHALOPATHY,25
WOLFF-PARKINSON-WHITE SYNDROME,25
CYTARABINE SYNDROME,25
LYMPHOCYTE ADOPTIVE THERAPY,25
NAIL DEFORMATION,25
HYPERVISCOSITY SYNDROME,25
TONGUE ERUPTION,25
FOETAL HEART RATE DECREASED,25
PNEUMOCEPHALUS,25
VACCINATION SITE ERYTHEMA,25
CARDIAC DEVICE IMPLANTATION,25
EPIDURAL INJECTION,25
PACKAGING DESIGN ISSUE,25
CARDIAC STRESS TEST ABNORMAL,25
RENAL CANCER METASTATIC,25
CHOREOATHETOSIS,25
LABELLED DRUG-FOOD INTERACTION ISSUE,25
MEDICAL DEVICE SITE HAEMORRHAGE,25
LEFT VENTRICULAR DILATATION,25
FRACTURE NONUNION,25
CYSTATIN C INCREASED,25
RETROGRADE AMNESIA,25
PREMATURE EJACULATION,25
ADENOIDAL DISORDER,25
TONGUE SPASM,25
CERVIX CARCINOMA RECURRENT,25
TONGUE GEOGRAPHIC,25
FACIAL NERVE DISORDER,25
CARDIOACTIVE DRUG LEVEL INCREASED,25
EROSIVE DUODENITIS,25
SYSTEMIC MASTOCYTOSIS,25
SUBCAPSULAR RENAL HAEMATOMA,25
SPONTANEOUS PENILE ERECTION,25
ATYPICAL MYCOBACTERIAL PNEUMONIA,25
CYTOTOXIC LESIONS OF CORPUS CALLOSUM,25
SMALL CELL CARCINOMA,25
SERUM FERRITIN ABNORMAL,25
APNOEIC ATTACK,25
CYTOMEGALOVIRUS HEPATITIS,25
INTESTINAL PROLAPSE,25
BREAST FEEDING,25
TOOTH IMPACTED,25
INADEQUATE DIET,24
GEOTRICHUM INFECTION,24
MALIGNANT POLYP,24
BLOOD VISCOSITY DECREASED,24
CARCINOID TUMOUR,24
PRODUCT LABEL ON WRONG PRODUCT,24
SOFT TISSUE SARCOMA,24
FEELING OF RELAXATION,24
PERITONEAL DIALYSIS,24
TOOTH SOCKET HAEMORRHAGE,24
BONE DEMINERALISATION,24
THROMBOTIC STROKE,24
IATROGENIC KAPOSI SARCOMA,24
BONE DENSITY INCREASED,24
BLOOD GASES ABNORMAL,24
RECTAL CANCER METASTATIC,24
BONE HYPERTROPHY,24
PRIMARY STABBING HEADACHE,24
MANUFACTURING MATERIALS ISSUE,24
PERINEAL RASH,24
GASTROINTESTINAL HYPERMOTILITY,24
BONE SWELLING,24
SLEEP-RELATED BREATHING DISORDER,24
GASTROSTOMY TUBE SITE COMPLICATION,24
GASTROINTESTINAL TRACT ADENOMA,24
CUTANEOUS LEISHMANIASIS,24
PRODUCT INTOLERANCE,24
GIARDIASIS,24
METASTASES TO EYE,24
CARBON MONOXIDE POISONING,24
BRONCHIAL CARCINOMA,24
CEREBRAL VASOCONSTRICTION,24
MILLER FISHER SYNDROME,24
ANAEMIA OF CHRONIC DISEASE,24
HEPATITIS B DNA INCREASED,24
CLUBBING,24
CLOSTRIDIUM BACTERAEMIA,24
OSTEOSARCOMA,24
PULMONARY ARTERIAL PRESSURE ABNORMAL,24
ENDOMETRIAL CANCER RECURRENT,24
HYPEREMESIS GRAVIDARUM,24
CLEFT LIP AND PALATE,24
ENCEPHALOMALACIA,24
ANAESTHESIA,24
OCCIPITAL LOBE STROKE,24
ANDROPAUSE,24
ELECTROCARDIOGRAM T WAVE PEAKED,24
SECONDARY HYPERTENSION,24
HYPOPHOSPHATASIA,24
EYELID CYST,24
PANCREATIC CARCINOMA RECURRENT,24
APOPTOSIS,24
INTERVERTEBRAL DISC SPACE NARROWING,24
PULMONARY SEPTAL THICKENING,24
VITAMIN A DEFICIENCY,24
OSCILLOPSIA,24
UTERINE NEOPLASM,24
PROTHROMBIN LEVEL DECREASED,24
EUTHANASIA,24
STENT REMOVAL,24
WOUND NECROSIS,24
FRACTIONAL EXHALED NITRIC OXIDE INCREASED,24
ACANTHOSIS,24
HIGH RISK SEXUAL BEHAVIOUR,24
EROSIVE PUSTULAR DERMATOSIS,24
PROTEUS TEST POSITIVE,24
ERECTION INCREASED,24
PROSTATIC PAIN,24
COLD TYPE HAEMOLYTIC ANAEMIA,24
OESOPHAGEAL DILATATION,24
RENAL FUSION ANOMALY,24
OROPHARYNGEAL PLAQUE,24
OROPHARYNGEAL SPASM,24
COLECTOMY TOTAL,24
OCULAR SURFACE DISEASE,24
OCULAR CYST,24
PSEUDOPOLYPOSIS,24
STAB WOUND,24
SEPSIS NEONATAL,24
MEAN CELL VOLUME ABNORMAL,24
PULMONARY VASCULAR DISORDER,24
DIALYSIS RELATED COMPLICATION,24
GRIMACING,24
AUTOIMMUNE HYPOTHYROIDISM,24
AUTOIMMUNE LUNG DISEASE,24
CATHETER SITE WARMTH,24
B-LYMPHOCYTE ABNORMALITIES,24
MYCOBACTERIUM FORTUITUM INFECTION,24
CHIKUNGUNYA VIRUS INFECTION,24
MALIGNANT NEOPLASM OF EYE,24
POST 5-ALPHA-REDUCTASE INHIBITOR SYNDROME,24
BACILLUS CALMETTE-GUERIN INFECTION,24
DISSEMINATED BLASTOMYCOSIS,24
GRANULOMATOUS DERMATITIS,24
CORNEAL NEOVASCULARISATION,24
PRETERM PREMATURE RUPTURE OF MEMBRANES,24
DIABETIC RETINAL OEDEMA,24
CERVICAL CYST,24
PHILADELPHIA POSITIVE ACUTE LYMPHOCYTIC LEUKAEMIA,24
URINE ALBUMIN/CREATININE RATIO ABNORMAL,24
ARTIFICIAL CROWN PROCEDURE,24
PAPILLARY RENAL CELL CARCINOMA,24
"ASTROCYTOMA, LOW GRADE",24
RETINITIS PIGMENTOSA,24
DRUG TOLERANCE INCREASED,24
MITRAL VALVE REPLACEMENT,24
DEVICE EMBOLISATION,24
PRODUCT REGIMEN CONFUSION,24
STEROID THERAPY,24
IRREGULAR SLEEP WAKE RHYTHM DISORDER,24
SERUM AMYLOID A PROTEIN INCREASED,24
TUBERCULOUS PLEURISY,24
STOOL ANALYSIS ABNORMAL,23
SPINAL CORD OEDEMA,23
PLASTIC SURGERY,23
MALIGNANT HYPERTENSION,23
GASTROENTERITIS EOSINOPHILIC,23
GASTRIC VARICES HAEMORRHAGE,23
CONDUCTIVE DEAFNESS,23
RECTOCELE,23
LIVIDITY,23
MALIGNANT CATATONIA,23
REFEEDING SYNDROME,23
REFLEXES ABNORMAL,23
SUPERFICIAL SPREADING MELANOMA STAGE UNSPECIFIED,23
THERMAL BURNS OF EYE,23
CHRONIC GRAFT VERSUS HOST DISEASE IN INTESTINE,23
FUNGAL TEST POSITIVE,23
CERVIX CANCER METASTATIC,23
LOW CARDIAC OUTPUT SYNDROME,23
LENTIGO,23
FOETAL CARDIAC DISORDER,23
TARGET SKIN LESION,23
LEUKAEMIC INFILTRATION,23
IMPERCEPTION,23
THORACIC OPERATION,23
SYSTOLIC HYPERTENSION,23
CEREBRAL CYST,23
T-CELL TYPE ACUTE LEUKAEMIA,23
CARCINOID TUMOUR PULMONARY,23
SQUAMOUS CELL CARCINOMA OF THE TONGUE,23
FOETAL MACROSOMIA,23
MEDICAL DEVICE BATTERY REPLACEMENT,23
ANAPHYLACTOID SHOCK,23
BABESIOSIS,23
EYELASH CHANGES,23
DROP ATTACKS,23
HYPERTROPHY,23
DOUBLE STRANDED DNA ANTIBODY POSITIVE,23
URINARY SEDIMENT PRESENT,23
POST PROCEDURAL ERYTHEMA,23
URINARY BLADDER SUSPENSION,23
ATRIOVENTRICULAR SEPTAL DEFECT,23
URINARY BLADDER RUPTURE,23
PRESSURE OF SPEECH,23
URETHRAL DISORDER,23
GROWTH FAILURE,23
BIOCHEMICAL PREGNANCY,23
BIOPSY KIDNEY,23
PARAESTHESIA EAR,23
MYXOEDEMA,23
PULMONARY ARTERY STENOSIS,23
ANTICONVULSANT DRUG LEVEL BELOW THERAPEUTIC,23
SENSORIMOTOR DISORDER,23
PANCREATIC ENLARGEMENT,23
APPLICATION SITE DISCHARGE,23
NEONATAL CARDIAC FAILURE,23
HEARING DISABILITY,23
ARRHYTHMIA INDUCED CARDIOMYOPATHY,23
ARTHROSCOPY,23
INFECTED NEOPLASM,23
EXTRAOCULAR MUSCLE DISORDER,23
DUODENAL POLYP,23
AGITATED DEPRESSION,23
ANTI FACTOR VIII ANTIBODY INCREASED,23
HEPATORENAL FAILURE,23
AMINO ACID LEVEL DECREASED,23
HYPERAMYLASAEMIA,23
DIAPHRAGMALGIA,23
MOREL-LAVALLEE SEROMA,23
RESPIRATORY TRACT INFLAMMATION,23
HELPLESSNESS,23
INCARCERATED HERNIA,23
SMALL INTESTINE ADENOCARCINOMA,23
BREAKTHROUGH COVID-19,23
HIP DEFORMITY,23
BREAST CALCIFICATIONS,23
NEUROGENIC BOWEL,23
TUBEROUS SCLEROSIS COMPLEX,23
RESPIRATORY SYNCYTIAL VIRUS BRONCHITIS,23
BRONCHIOLITIS OBLITERANS SYNDROME,23
BRONCHOSPASM PARADOXICAL,23
BUDD-CHIARI SYNDROME,23
PERIORBITAL DERMATITIS,23
VENTRICULAR TACHYARRHYTHMIA,23
OTITIS MEDIA CHRONIC,23
SENSORY PROCESSING DISORDER,23
METAL POISONING,23
METASTASES TO STOMACH,23
TRIGEMINAL NERVE DISORDER,23
OESOPHAGEAL ATRESIA,23
PULMONARY ARTERY STENOSIS CONGENITAL,23
RADIATION INFLAMMATION,23
METASTATIC LYMPHOMA,23
SCLERODERMA RENAL CRISIS,23
METASTASES TO SPLEEN,23
BLOOD OSMOLARITY DECREASED,23
OESOPHAGEAL DILATION PROCEDURE,23
DECREASED EYE CONTACT,23
JUDGEMENT IMPAIRED,23
HERPES ZOSTER INFECTION NEUROLOGICAL,23
AMPHETAMINES POSITIVE,22
CLEFT LIP,22
ALOPECIA SCARRING,22
PITUITARY-DEPENDENT CUSHING^S SYNDROME,22
HYPERCHLORAEMIA,22
CARBON DIOXIDE ABNORMAL,22
NONREASSURING FOETAL HEART RATE PATTERN,22
HYPERACTIVE PHARYNGEAL REFLEX,22
ZINC DEFICIENCY,22
XANTHOPSIA,22
ABORTION THREATENED,22
COMPLICATED APPENDICITIS,22
PROSTHETIC VALVE ENDOCARDITIS,22
OPEN ANGLE GLAUCOMA,22
ACUTE MOTOR-SENSORY AXONAL NEUROPATHY,22
COLOUR BLINDNESS ACQUIRED,22
VULVAL CANCER,22
HEPATIC CANCER STAGE IV,22
ADENOVIRUS REACTIVATION,22
OROPHARYNGEAL SQUAMOUS CELL CARCINOMA,22
PSEUDOPHAKIA,22
ADNEXA UTERI CYST,22
FROSTBITE,22
VISUAL SNOW SYNDROME,22
AIRWAY REMODELLING,22
VULVAL ABSCESS,22
CHLOROMA,22
PITUITARY APOPLEXY,22
ANAPLASTIC THYROID CANCER,22
ASTEATOSIS,22
MYOSCLEROSIS,22
PARALYSIS RECURRENT LARYNGEAL NERVE,22
HAEMOFILTRATION,22
MORTON^S NEURALGIA,22
BLADDER OBSTRUCTION,22
BLEPHAROPLASTY,22
METASTATIC CARCINOMA OF THE BLADDER,22
GINGIVAL INJURY,22
BLUE TOE SYNDROME,22
BODY SURFACE AREA INCREASED,22
GENITAL DISORDER,22
CARDIAC VENTRICULAR DISORDER,22
GASTROINTESTINAL EROSION,22
TOBACCO USER,22
PRODUCT GEL FORMATION,22
REBOUND PSORIASIS,22
HAEMORRHAGIC CYST,22
LYMPHOCYTE PERCENTAGE INCREASED,22
IMMUNE-MEDIATED MUCOSITIS,22
VASCULAR MALFORMATION,22
HEPARIN RESISTANCE,22
VASCULAR STENT OCCLUSION,22
LOW TURNOVER OSTEOPATHY,22
CHRONIC MYELOID LEUKAEMIA TRANSFORMATION,22
PULMONARY HISTOPLASMOSIS,22
OXYGEN SATURATION,22
PULMONARY HYPOPLASIA,22
SUDDEN UNEXPLAINED DEATH IN EPILEPSY,22
HAEMORRHAGIC OCCLUSIVE RETINAL VASCULITIS,22
NEPHRITIC SYNDROME,22
PICA,22
NECROTISING ENTEROCOLITIS NEONATAL,22
ARACHNOID CYST,22
CAPILLARY DISORDER,22
GALLBLADDER HYPOFUNCTION,22
GALLBLADDER OEDEMA,22
MONOCYTE COUNT ABNORMAL,22
HLA-B*27 POSITIVE,22
POSTURING,22
SPHINCTER OF ODDI DYSFUNCTION,22
INTESTINAL INFARCTION,22
DERMOID CYST,22
RHYTHM IDIOVENTRICULAR,22
REPETITIVE SPEECH,22
SCLERODERMA-LIKE REACTION,22
IN VITRO FERTILISATION,22
RETROPERITONEAL FIBROSIS,22
CYANOSIS NEONATAL,22
DRUG WITHDRAWAL HEADACHE,22
PREGNANCY TEST FALSE POSITIVE,22
PO2 DECREASED,22
SEVERE ACUTE RESPIRATORY SYNDROME,22
INTERFERON GAMMA RELEASE ASSAY POSITIVE,22
KERATOSIS PILARIS,22
SPINAL CORD INJURY CERVICAL,22
POST PROCEDURAL FISTULA,22
SECONDARY HYPOGONADISM,22
CRYSTAL URINE PRESENT,22
RHODOCOCCUS INFECTION,22
FEV1/FVC RATIO DECREASED,22
LEUKAEMOID REACTION,22
ENDOCARDITIS ENTEROCOCCAL,22
CORNEAL EROSION,22
INJECTION SITE THROMBOSIS,22
DILATATION VENTRICULAR,22
EYE ABSCESS,22
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA,22
EXOSTOSIS OF JAW,22
EAR INFECTION FUNGAL,22
CONGENITAL DIAPHRAGMATIC HERNIA,22
INTERSTITIAL GRANULOMATOUS DERMATITIS,22
EYELID THICKENING,22
EXPOSURE TO EXTREME TEMPERATURE,22
SLEEP ATTACKS,22
SLE ARTHRITIS,22
SCROTAL INFECTION,22
RETINAL NEOVASCULARISATION,21
INJECTION SITE ABSCESS STERILE,21
POSTICTAL PARALYSIS,21
HYPONATRAEMIC SEIZURE,21
BILIARY FISTULA,21
GENE MUTATION IDENTIFICATION TEST POSITIVE,21
PERSISTENT CORNEAL EPITHELIAL DEFECT,21
PYELITIS,21
VERTEBRAL COLUMN MASS,21
MUCOCUTANEOUS DISORDER,21
INSTILLATION SITE PAIN,21
TYMPANIC MEMBRANE DISORDER,21
PERICARDIAL FIBROSIS,21
BLAST CELL CRISIS,21
NOROVIRUS TEST POSITIVE,21
ANAL RASH,21
GENERAL ANAESTHESIA,21
TUMOUR PERFORATION,21
VISUAL ACUITY REDUCED TRANSIENTLY,21
NEUTROPHIL COUNT,21
PYOGENIC GRANULOMA,21
CORONARY ANGIOPLASTY,21
HEPATIC ARTERY THROMBOSIS,21
HORMONE-DEPENDENT PROSTATE CANCER,21
KAPOSI SARCOMA INFLAMMATORY CYTOKINE SYNDROME,21
PREMATURE AGEING,21
CHARLES BONNET SYNDROME,21
INCISION SITE COMPLICATION,21
CORNEAL LESION,21
GENITOURINARY TRACT INFECTION,21
VIRAL MYOCARDITIS,21
SMALL AIRWAYS DISEASE,21
CEREBRAL ARTERIOSCLEROSIS,21
NECROTISING SOFT TISSUE INFECTION,21
CEREBRAL CONGESTION,21
INCISION SITE ERYTHEMA,21
EPILEPTIC ENCEPHALOPATHY,21
PHANTOSMIA,21
VEXAS SYNDROME,21
VULVITIS,21
RETICULOCYTOPENIA,21
FEMORAL HERNIA INCARCERATED,21
CERVICAL POLYP,21
CYSTIC FIBROSIS RELATED DIABETES,21
PELVIC KIDNEY,21
RADIATION OESOPHAGITIS,21
IDIOPATHIC ORBITAL INFLAMMATION,21
BLOOD CHROMOGRANIN A INCREASED,21
SYMBLEPHARON,21
CORNEAL DEFECT,21
OESOPHAGEAL OPERATION,21
DERMATOCHALASIS,21
PNEUMONIA ADENOVIRAL,21
CUTANEOUS LYMPHOMA,21
TRANSVERSE SINUS THROMBOSIS,21
BLOOD BETA-D-GLUCAN INCREASED,21
GAIT SPASTIC,21
RENAL ARTERY THROMBOSIS,21
ANGIODYSPLASIA,21
GASTROENTERITIS CLOSTRIDIAL,21
HAEMORRHAGIC INFARCTION,21
UROGENITAL FISTULA,21
ASBESTOSIS,21
FORAMEN MAGNUM STENOSIS,21
ANTINEUTROPHIL CYTOPLASMIC ANTIBODY,21
ADMINISTRATION SITE WOUND,21
RETINOGRAM ABNORMAL,21
FACIAL OPERATION,21
PARACENTESIS,21
MYOTONIA,21
PERINEAL INJURY,21
RETINAL VEIN THROMBOSIS,21
SERUM SEROTONIN INCREASED,21
LACK OF CONCOMITANT DRUG EFFECT,21
AUTOPHONY,21
OPHTHALMIC VEIN THROMBOSIS,21
HEPATOPULMONARY SYNDROME,21
URTICARIA PAPULAR,21
HYPERPROTEINAEMIA,21
LAGOPHTHALMOS,21
CONFUSIONAL AROUSAL,21
EOSINOPHIL PERCENTAGE INCREASED,21
COMPUTERISED TOMOGRAM HEART ABNORMAL,21
ADMINISTRATION SITE ERYTHEMA,21
APPLICATION SITE DERMATITIS,21
SPINAL CORD HAEMORRHAGE,21
UTERINE CONTRACTIONS DURING PREGNANCY,21
PANCREATIC NEUROENDOCRINE TUMOUR METASTATIC,21
RESPIRATORY DISORDER NEONATAL,21
HEAD BANGING,21
LAPAROSCOPIC SURGERY,21
HAEMOSIDEROSIS,21
HAEMORRHOIDS THROMBOSED,21
OCCULT BLOOD POSITIVE,21
VARICOSE VEIN RUPTURED,21
B-CELL LYMPHOMA RECURRENT,21
URETERIC DILATATION,21
LEFT-TO-RIGHT CARDIAC SHUNT,21
CENTRAL NERVOUS SYSTEM NEOPLASM,21
ANION GAP ABNORMAL,21
PUS IN STOOL,21
CHRONIC GRAFT VERSUS HOST DISEASE IN EYE,21
SPLENIC HAEMORRHAGE,21
MULTIFOCAL MOTOR NEUROPATHY,21
UMBILICAL HERNIA REPAIR,21
BENIGN HYDATIDIFORM MOLE,21
PERIPHERAL ARTERY ANEURYSM,21
SPLENIC LESION,21
PARATHYROID TUMOUR MALIGNANT,21
BASOPHIL PERCENTAGE INCREASED,21
ENTEROBACTER SEPSIS,21
PERFORATION BILE DUCT,21
PARASITIC GASTROENTERITIS,21
INTRACRANIAL INFECTION,21
PRODUCT COMPOUNDING QUALITY ISSUE,21
HAEMATOLOGICAL NEOPLASM,21
LORDOSIS,21
NEUROENDOCRINE CARCINOMA METASTATIC,21
WOUND DRAINAGE,21
BURKITT^S LYMPHOMA RECURRENT,21
ANORECTAL OPERATION,21
AIRWAY COMPLICATION OF ANAESTHESIA,20
ALLERGIC TRANSFUSION REACTION,20
ICHTHYOSIS,20
THERAPEUTIC PRODUCT INEFFECTIVE FOR UNAPPROVED INDICATION,20
VIRAL SINUSITIS,20
KIDNEY SMALL,20
CREATININE RENAL CLEARANCE ABNORMAL,20
LACRIMATION DECREASED,20
SMALL INTESTINE OPERATION,20
EXTRAVASATION BLOOD,20
SCARLET FEVER,20
GENITAL HERPES SIMPLEX,20
REBOUND PSYCHOSIS,20
THYROID CANCER METASTATIC,20
BRONCHOSCOPY,20
GENITAL CANDIDIASIS,20
INFLAMMATION OF WOUND,20
PERICARDIAL EFFUSION MALIGNANT,20
BREAST RECONSTRUCTION,20
AGRAPHIA,20
MAY-THURNER SYNDROME,20
MENINGITIS PNEUMOCOCCAL,20
BRAIN STEM STROKE,20
EXTREMITY CONTRACTURE,20
BLASTOMYCOSIS,20
FEMALE ORGASMIC DISORDER,20
AUTOANTIBODY POSITIVE,20
NEUROLOGICAL EXAMINATION ABNORMAL,20
MULTIPLE DRUG HYPERSENSITIVITY,20
UNADJUSTED DOSE ADMINISTERED,20
SEBACEOUS CARCINOMA,20
UREA CYCLE DISORDER,20
RETINAL OPERATION,20
SECONDARY AMYLOIDOSIS,20
PUPILLARY LIGHT REFLEX TESTS ABNORMAL,20
BACTERIAL ABDOMINAL INFECTION,20
INTRACRANIAL HAEMATOMA,20
MYCOTIC ENDOPHTHALMITIS,20
NEURODEVELOPMENTAL DELAY,20
AXILLARY VEIN THROMBOSIS,20
SHOCK HYPOGLYCAEMIC,20
MYOCARDIAL STUNNING,20
POLYMERS ALLERGY,20
URINE PROTEIN/CREATININE RATIO ABNORMAL,20
NAIL HYPERTROPHY,20
NEONATAL SEIZURE,20
DUPLICATE THERAPY ERROR,20
VAGINAL PROLAPSE,20
NASAL SEPTUM DISORDER,20
EYELID DISCOLOURATION,20
APPLICATION SITE ULCER,20
APPLICATION SITE LACERATION,20
NEGATIVISM,20
DYSPRAXIA,20
INTESTINAL ANASTOMOSIS COMPLICATION,20
PANCREATIC DUCT DILATATION,20
"EAR, NOSE AND THROAT DISORDER",20
ULTRASOUND FOETAL ABNORMAL,20
ANGIODERMATITIS,20
MUCOCUTANEOUS ULCERATION,20
BILIARY SEPSIS,20
DEAFNESS CONGENITAL,20
BLOOD TEST,20
SLEEP INERTIA,20
ALVEOLAR OSTEITIS,20
BLOOD PH INCREASED,20
BLOOD OSMOLARITY INCREASED,20
OSTEOTOMY,20
NOCTURNAL FEAR,20
AMNIOTIC FLUID VOLUME DECREASED,20
JEALOUS DELUSION,20
TRANSFUSION-ASSOCIATED DYSPNOEA,20
TRANSIENT APHASIA,20
BLOOD CHOLINESTERASE DECREASED,20
MILIA,20
POSTOPERATIVE DELIRIUM,20
VERTEBROBASILAR ARTERY DISSECTION,20
ANAL ATRESIA,20
VERBAL ABUSE,20
GASTROINTESTINAL ANASTOMOTIC LEAK,20
OVARIAN CANCER STAGE IV,20
TRISOMY 18,20
BK POLYOMAVIRUS TEST POSITIVE,20
TUBERCULOSIS GASTROINTESTINAL,20
INFERIOR VENA CAVA DILATATION,20
HYPERINSULINAEMIA,20
DIALYSIS HYPOTENSION,20
HYPOGLYCAEMIC ENCEPHALOPATHY,20
IMPAIRED FASTING GLUCOSE,20
MUCOCUTANEOUS TOXICITY,20
ADMINISTRATION RELATED REACTION,20
VACCINE INTERACTION,20
CHEMICAL BURN OF GENITALIA,20
COMPLICATIONS OF TRANSPLANTED HEART,20
CAROTID ARTERY DISSECTION,20
PERITONEAL TUBERCULOSIS,20
IMMUNE-MEDIATED OESOPHAGITIS,20
STOMA SITE ODOUR,20
COLOSTOMY BAG USER,20
COLORECTAL CANCER RECURRENT,20
CEREBRAL NOCARDIOSIS,20
SUPERIOR MESENTERIC ARTERY SYNDROME,20
CORTICOBASAL DEGENERATION,20
CATARACT CONGENITAL,20
CONGENITAL HYPOTHYROIDISM,20
LICHEN PLANUS PEMPHIGOIDES,20
ADENOVIRAL HEPATITIS,20
MALABSORPTION FROM ADMINISTRATION SITE,20
TERATOGENICITY,20
CONGENITAL MULTIPLEX ARTHROGRYPOSIS,20
INFUSION SITE SCAB,20
MALIGNANT GENITOURINARY TRACT NEOPLASM,20
ONYCHOMALACIA,20
SQUAMOUS CELL CARCINOMA OF THE CERVIX,20
COAGULATION FACTOR DEFICIENCY,20
ACUTE CARDIAC EVENT,20
LOOSE BODY IN JOINT,20
PROTOTHECOSIS,20
PROCEDURAL HYPOTENSION,20
PRECANCEROUS LESION OF DIGESTIVE TRACT,20
GALLBLADDER OBSTRUCTION,20
ACQUIRED IMMUNODEFICIENCY SYNDROME,20
LIMB REDUCTION DEFECT,20
WALL MOTION SCORE INDEX ABNORMAL,20
PRODUCT CONTAMINATION WITH BODY FLUID,20
BEHAVIOURAL ADDICTION,19
INFECTIVE SCLERITIS,19
SPINAL MUSCULAR ATROPHY,19
